id,order_date,delivery_date,delivered,product_id,product,category,cost,amount,price,discount,taxes,freight_cost
86a75b2d-4ea1-483c-99cf-c477a8978b96,01/01/2023,21/01/2023,FALSE,d83fc804-f991-4d35-9f2a-40fe0258ed5c,Tablet Android,Tablets,6.128.000,51.000,667.953,4.980,1.370,4.240
86a75b2d-4ea1-483c-99cf-c477a8978b96,01/01/2023,21/01/2023,FALSE,f056d272-ab70-417c-8a78-6ade8ccfecb8,Headset Gamer,Áudio,3.008.000,55.000,203.107,4.850,1.560,1.520
86a75b2d-4ea1-483c-99cf-c477a8978b96,01/01/2023,21/01/2023,FALSE,cf495e19-6749-4727-af35-de477a6290a1,Memória RAM,Componentes,9.835.000,12.000,1.023.386,2.870,1.980,3.240
86a75b2d-4ea1-483c-99cf-c477a8978b96,01/01/2023,21/01/2023,FALSE,a4683878-cde0-4ff1-891d-82b63ac66e50,Caixa de Som Bluetooth,Áudio,4.379.000,2.000,457.189,3.470,1.230,2.660
af5af0ec-7b5a-4b3a-94cc-92be2b909b63,01/01/2023,06/01/2023,TRUE,1ccf3b41-1ea3-48f9-870a-eb475dbde6d4,Cabo HDMI,Acessórios,9.631.000,13.000,1.025.511,2.700,2.000,1.240
51de801f-d327-4387-b356-5dde62ad870b,01/01/2023,17/01/2023,TRUE,12641bc1-0aa7-478b-9a54-7a02706294aa,Placa de Vídeo GeForce,Componentes,5.728.000,67.000,428.820,1.780,2.000,4.960
51de801f-d327-4387-b356-5dde62ad870b,01/01/2023,17/01/2023,TRUE,bac43980-c9bc-4a38-bbb2-d66fe979e348,Placa de Vídeo,Componentes,8.534.000,23.000,791.943,4.360,2.000,1.760
51de801f-d327-4387-b356-5dde62ad870b,01/01/2023,17/01/2023,TRUE,e64f72d7-5b4b-466f-a445-83c677d004c7,Gabinete,Componentes,3.896.000,68.000,247.890,2.790,2.000,3.580
51de801f-d327-4387-b356-5dde62ad870b,01/01/2023,17/01/2023,TRUE,14223b2f-f6f9-4e42-afe7-7e8c2749ca4a,Pen Drive,Armazenamento,7.251.000,30.000,653.400,4.640,2.000,5.000
51de801f-d327-4387-b356-5dde62ad870b,01/01/2023,17/01/2023,TRUE,f8a7ccd8-bb76-4291-8414-e4268e72c1d2,Pendrive 128GB,Armazenamento,6.376.000,65.000,640.554,2.060,1.000,5.000
51de801f-d327-4387-b356-5dde62ad870b,01/01/2023,17/01/2023,TRUE,e5508320-9789-4195-aac9-b9d4c4d18292,HD Externo,Armazenamento,9.232.000,60.000,511.502,4.750,1.770,3.130
ad21886c-aba9-43c2-b313-215e4f530b13,01/01/2023,13/01/2023,TRUE,f8a7ccd8-bb76-4291-8414-e4268e72c1d2,Pendrive 128GB,Armazenamento,6.376.000,32.000,640.554,2.650,1.950,2.640
ad21886c-aba9-43c2-b313-215e4f530b13,01/01/2023,13/01/2023,TRUE,e64f72d7-5b4b-466f-a445-83c677d004c7,Gabinete,Componentes,3.896.000,43.000,247.890,3.560,1.870,3.200
cf58f344-dad8-4de2-a83d-30317c9a27e9,02/01/2023,06/01/2023,TRUE,98549fde-2cf5-4c19-a93d-d92648869276,Cartucho de Tinta HP,Suprimentos,6.048.000,51.000,499.871,3.560,1.050,2.520
cf58f344-dad8-4de2-a83d-30317c9a27e9,02/01/2023,06/01/2023,TRUE,0ad70f9c-dc0b-4c6c-87f7-39ef6dafe1fb,Webcam,Periféricos,2.117.000,64.000,170.931,4.150,1.040,4.820
cb2ddb17-531b-4b50-a0a2-9376110c97be,02/01/2023,28/01/2023,TRUE,c35358ba-fa16-4f7c-aea9-c749cc41f74d,Mouse,Acessórios,4.366.000,10.000,411.590,5.000,2.000,3.750
cb2ddb17-531b-4b50-a0a2-9376110c97be,02/01/2023,28/01/2023,TRUE,66a02691-49da-4162-9bc3-a89e3d3503ba,Caixa de Som,Áudio,6.870.000,92.000,648.810,5.000,2.000,2.110
cb2ddb17-531b-4b50-a0a2-9376110c97be,02/01/2023,28/01/2023,TRUE,e799e77b-0a8c-46da-a27f-bc4a13c98467,Roteador,Redes,5.161.000,61.000,557.337,3.750,1.280,3.980
cb2ddb17-531b-4b50-a0a2-9376110c97be,02/01/2023,28/01/2023,TRUE,e64f72d7-5b4b-466f-a445-83c677d004c7,Gabinete,Componentes,3.896.000,47.000,247.890,1.680,2.000,5.000
cb2ddb17-531b-4b50-a0a2-9376110c97be,02/01/2023,28/01/2023,TRUE,85e1f974-c7b6-44b0-8b57-a5991908d181,Scanner,Periféricos,2.281.000,75.000,163.682,1.520,2.000,1.480
cb2ddb17-531b-4b50-a0a2-9376110c97be,02/01/2023,28/01/2023,TRUE,6c5ab492-4430-4c5b-b9da-fb66dbfb0e7e,Scanner Profissional,Periféricos,8.944.000,51.000,515.699,2.040,2.000,3.830
cb2ddb17-531b-4b50-a0a2-9376110c97be,02/01/2023,28/01/2023,TRUE,54f21b33-791f-4d06-b3aa-0ef9b061a8a4,Teclado,Acessórios,7.655.000,96.000,771.857,5.000,2.000,1.050
adb7df7e-e868-45d7-91b5-b335e92b4198,02/01/2023,06/01/2023,TRUE,c35358ba-fa16-4f7c-aea9-c749cc41f74d,Mouse,Acessórios,4.366.000,9.000,411.590,3.620,2.000,1.970
adb7df7e-e868-45d7-91b5-b335e92b4198,02/01/2023,06/01/2023,TRUE,e5508320-9789-4195-aac9-b9d4c4d18292,HD Externo,Armazenamento,9.232.000,8.000,511.502,3.280,1.400,2.860
adb7df7e-e868-45d7-91b5-b335e92b4198,02/01/2023,06/01/2023,TRUE,a4683878-cde0-4ff1-891d-82b63ac66e50,Caixa de Som Bluetooth,Áudio,4.379.000,1.000,457.189,5.000,2.000,1.610
adb7df7e-e868-45d7-91b5-b335e92b4198,02/01/2023,06/01/2023,TRUE,51a020f0-17d6-4c8c-837f-e252406486bc,Impressora,Periféricos,9.912.000,59.000,745.005,5.000,2.000,2.940
adb7df7e-e868-45d7-91b5-b335e92b4198,02/01/2023,06/01/2023,TRUE,a7da50ae-1205-4833-9135-81a9a0e37b3b,Hub USB 3.0,Acessórios,3.051.000,34.000,171.835,3.460,1.340,5.000
4fac728d-bb11-4793-ae3f-1cc90c4744f1,02/01/2023,28/01/2023,TRUE,e64f72d7-5b4b-466f-a445-83c677d004c7,Gabinete,Componentes,3.896.000,98.000,247.890,4.220,2.000,3.690
4fac728d-bb11-4793-ae3f-1cc90c4744f1,02/01/2023,28/01/2023,TRUE,d83fc804-f991-4d35-9f2a-40fe0258ed5c,Tablet Android,Tablets,6.128.000,62.000,667.953,4.540,2.000,5.000
4fac728d-bb11-4793-ae3f-1cc90c4744f1,02/01/2023,28/01/2023,TRUE,f103ce15-4685-4343-801e-799afdd7ad5a,Headset,Áudio,8.367.000,25.000,739.884,4.210,2.000,5.000
4fac728d-bb11-4793-ae3f-1cc90c4744f1,02/01/2023,28/01/2023,TRUE,43511872-185c-4705-8cf5-0ce79927fcf1,Fone de Ouvido,Áudio,5.997.000,65.000,572.818,3.600,2.000,5.000
4fac728d-bb11-4793-ae3f-1cc90c4744f1,02/01/2023,28/01/2023,TRUE,7cb06038-6876-491e-b69d-6750a4ccf085,HD Externo 1TB,Armazenamento,3.476.000,83.000,253.986,3.140,2.000,3.670
